===Datenbank sql1704097

== Tabellenstruktur für Tabelle reading

|------
|Spalte|Typ|Null|Standard
|------
|//**rid**//|int(3)|Nein|
|eidevice|varchar(20)|Nein|
|datetime|varchar(30)|Nein|
|state|varchar(255)|Nein|
== Daten für Tabelle reading

|108|232120b236a7c9ee|2019/10/3103:55:53pm|{ &quot;external&quot;: &quot;27.3&quot;, &quot;internal&quot;: &quot;26.9&quot;, &quot;light&quot;: 61150, &quot;voltage&quot;: 3.279 }
|109|232120b236a7c9ee|2019/10/3103:56:13pm|{ &quot;external&quot;: &quot;27.7&quot;, &quot;internal&quot;: &quot;27.0&quot;, &quot;light&quot;: 61166, &quot;voltage&quot;: 3.277 }
|110|232120b236a7c9ee|2019/10/3103:56:33pm|{ &quot;external&quot;: &quot;27.5&quot;, &quot;internal&quot;: &quot;27.0&quot;, &quot;light&quot;: 61214, &quot;voltage&quot;: 3.279 }
|111|232120b236a7c9ee|2019/10/3103:56:53pm|{ &quot;external&quot;: &quot;27.4&quot;, &quot;internal&quot;: &quot;27.0&quot;, &quot;light&quot;: 61214, &quot;voltage&quot;: 3.279 }
|112|232120b236a7c9ee|2019/10/3103:57:13pm|{ &quot;external&quot;: &quot;27.2&quot;, &quot;internal&quot;: &quot;27.0&quot;, &quot;light&quot;: 60990, &quot;voltage&quot;: 3.279 }
|113|232120b236a7c9ee|2019/10/3103:57:33pm|{ &quot;external&quot;: &quot;27.6&quot;, &quot;internal&quot;: &quot;27.0&quot;, &quot;light&quot;: 60862, &quot;voltage&quot;: 3.2820001 }
|114|232120b236a7c9ee|2019/10/3103:57:53pm|{ &quot;external&quot;: &quot;27.5&quot;, &quot;internal&quot;: &quot;27.1&quot;, &quot;light&quot;: 60830, &quot;voltage&quot;: 3.279 }
|115|232120b236a7c9ee|2019/10/3103:58:13pm|{ &quot;external&quot;: &quot;27.4&quot;, &quot;internal&quot;: &quot;27.2&quot;, &quot;light&quot;: 60734, &quot;voltage&quot;: 3.279 }
|116|232120b236a7c9ee|2019/10/3103:58:33pm|{ &quot;external&quot;: &quot;27.5&quot;, &quot;internal&quot;: &quot;27.2&quot;, &quot;light&quot;: 60830, &quot;voltage&quot;: 3.277 }
|117|232120b236a7c9ee|2019/10/3103:58:53pm|{ &quot;external&quot;: &quot;27.9&quot;, &quot;internal&quot;: &quot;27.3&quot;, &quot;light&quot;: 60894, &quot;voltage&quot;: 3.279 }
|118|232120b236a7c9ee|2019/10/3103:59:13pm|{ &quot;external&quot;: &quot;27.7&quot;, &quot;internal&quot;: &quot;27.5&quot;, &quot;light&quot;: 60798, &quot;voltage&quot;: 3.279 }
|119|232120b236a7c9ee|2019/10/3103:59:33pm|{ &quot;external&quot;: &quot;27.7&quot;, &quot;internal&quot;: &quot;27.5&quot;, &quot;light&quot;: 60718, &quot;voltage&quot;: 3.2820001 }
|120|232120b236a7c9ee|2019/10/3103:59:53pm|{ &quot;external&quot;: &quot;27.7&quot;, &quot;internal&quot;: &quot;27.6&quot;, &quot;light&quot;: 60414, &quot;voltage&quot;: 3.277 }
